time,iq,vbus
19.0748,2.908763,12.247705
19.1009,3.069836,12.185669
19.1258,3.134705,12.256567
19.1487,1.974612,12.265429
19.1718,1.143844,12.22998
19.1949,0.931564,12.283154
19.2196,1.002584,12.256567
19.2448,0.947789,12.22998
19.2698,1.001873,12.238843
19.2927,1.82701,12.22998
19.3177,2.510503,12.265429
19.3427,2.647617,12.283154
19.3677,2.541892,12.238843
19.3927,2.002944,12.185669
19.4157,1.517735,12.238843
19.4407,1.430189,12.256567
19.4655,0.901318,12.256567
19.4916,0.789131,12.238843
19.5166,1.867524,12.238843
19.5415,2.098748,12.265429
19.5667,2.991074,12.247705
19.5915,3.404689,12.274292
19.6167,2.841967,12.185669
19.6416,2.352811,12.265429
19.6671,1.485019,12.256567
19.6914,0.982521,12.256567
19.7165,0.943728,12.238843
19.7394,0.805132,12.238843
19.7626,1.470446,12.256567
19.7854,1.874577,12.185669
19.8105,2.32541,12.283154
19.8355,2.647067,12.265429
19.8606,2.381531,12.283154
19.8855,2.215078,12.203393
19.9113,1.631964,12.247705
19.9364,1.365505,12.283154
19.9613,0.812894,12.265429
19.9864,0.657057,12.256567
20.0113,1.287992,12.22998
20.0793,2.993337,12.247705
20.1044,2.988386,12.185669
20.1304,2.568564,12.238843
20.1544,2.37069,12.247705
20.1814,1.173422,12.238843
20.2043,0.491713,12.238843
20.2293,0.508232,12.247705
20.2524,0.94919,12.256567
20.2772,1.412002,12.265429
20.3023,1.837308,12.283154
20.3272,2.689317,12.274292
20.3503,2.625512,12.283154
20.3731,2.413721,12.265429
20.3981,1.961403,12.247705
20.4231,1.698879,12.22998
20.4482,0.885145,12.238843
20.4730,0.673352,12.256567
20.4992,1.210394,12.256567
20.5222,1.389745,12.238843
20.5452,2.075603,12.256567
20.5701,2.707909,12.256567
20.5952,3.345177,12.247705
20.6202,2.892664,12.22998
20.6451,1.998756,12.247705
20.6712,1.78133,12.256567
20.6960,0.394707,12.238843
20.7211,0.553095,12.247705
20.7460,1.040381,12.256567
20.7712,1.441223,12.247705
20.7959,2.063569,12.22998
20.8209,2.704181,12.247705
20.8460,2.402258,12.185669
20.8711,2.702474,12.238843
20.8959,1.614272,12.247705
20.9209,1.795439,12.283154
20.9459,1.237233,12.203393
20.9708,0.618962,12.283154
20.9957,0.817173,12.274292
21.0220,2.054346,12.22998
21.0459,2.16692,12.247705
21.0711,2.895674,12.247705
21.0980,2.862591,12.247705
21.1229,2.798419,12.274292
21.1479,1.850706,12.265429
21.1731,1.511925,12.247705
21.1999,0.358143,12.247705
21.2248,0.497327,12.247705
21.2497,1.510057,12.256567
21.2749,1.877068,12.238843
21.2998,1.952747,12.274292
21.3248,2.234726,12.247705
21.3498,2.564772,12.274292
21.3747,2.338944,12.256567
21.3997,2.350965,12.274292
21.4246,1.645522,12.221118
21.4498,0.846043,12.185669
21.4745,0.286075,12.283154
21.4998,0.881825,12.256567
21.5247,1.980307,12.274292
21.5496,2.235662,12.247705
21.5746,3.335462,12.22998
21.5996,2.714937,12.238843
21.6246,2.652301,12.265429
21.6496,1.937046,12.265429
21.6746,1.391462,12.256567
21.6995,0.802482,12.256567
21.7244,0.166742,12.194531
21.7496,1.441838,12.256567
21.7744,1.934376,12.265429
21.7996,2.166846,12.256567
21.8245,2.334026,12.247705
21.8495,2.636242,12.238843
21.8744,2.130381,12.247705
21.8975,2.129591,12.265429
21.9205,1.405528,12.238843
21.9455,1.089232,12.22998
21.9704,0.802182,12.256567
21.9960,0.783926,12.247705
22.0204,1.910173,12.22998
22.0463,2.552466,12.22998
22.0695,2.647079,12.221118
22.0925,2.920871,12.265429
22.1154,2.846033,12.265429
22.1392,2.209976,12.247705
22.1646,1.22234,12.256567
22.1873,1.027516,12.256567
22.2124,0.818639,12.238843
22.2383,0.423506,12.265429
22.2631,1.450902,12.256567
22.2851,1.506305,12.247705
22.3113,2.545131,12.238843
22.3353,2.625809,12.247705
22.3613,2.249354,12.238843
22.3854,2.600624,12.22998
22.4113,1.868829,12.274292
22.4352,1.386062,12.265429
22.4613,0.691772,12.256567
22.4853,0.986713,12.256567
22.5113,1.723576,12.247705
22.5361,2.058933,12.247705
22.5591,2.85323,12.274292
22.5821,2.783547,12.256567
22.6091,2.940609,12.238843
22.6342,2.252506,12.256567
22.6603,1.629736,12.247705
22.6840,1.319052,12.247705
22.7111,0.692889,12.256567
22.7360,0.686181,12.22998
22.7611,1.380272,12.274292
22.7861,1.826959,12.247705
22.8111,2.526161,12.256567
22.8361,2.658783,12.265429
22.8610,2.541767,12.238843
22.8859,1.897434,12.256567
22.9110,1.708219,12.22998
22.9360,1.261523,12.247705
22.9609,0.453747,12.274292
22.9859,0.560873,12.256567
23.0110,1.575936,12.238843
23.0361,2.167276,12.256567
23.0608,2.789877,12.238843
23.0838,2.902044,12.256567
23.1089,3.093957,12.247705
23.1341,2.489727,12.22998
23.1570,2.028869,12.283154
23.1798,1.239981,12.22998
23.2040,0.676468,12.256567
23.2289,0.746548,12.247705
23.2539,1.193161,12.256567
23.2792,1.943509,12.247705
23.3039,2.352376,12.265429
23.3287,2.548379,12.274292
23.3546,2.507254,12.238843
23.3789,2.060729,12.283154
23.4028,1.844146,12.238843
23.4277,1.102682,12.265429
23.4528,0.568561,12.247705
23.4778,0.368351,12.247705
23.5026,0.849263,12.247705
23.5279,2.188108,12.212255
23.5528,2.169609,12.203393
23.5777,2.922491,12.256567
23.6027,3.195988,12.22998
23.6257,2.802829,12.247705
23.6505,1.852885,12.256567
23.6761,1.44584,12.247705
23.7005,1.162944,12.22998
23.7254,0.67291,12.238843
23.7505,1.432926,12.265429
23.7755,1.549446,12.22998
23.8007,2.230314,12.265429
23.8258,2.252435,12.256567
23.8506,2.816027,12.22998
23.8771,2.388909,12.247705
23.9007,2.333088,12.238843
23.9257,1.458567,12.265429
23.9505,0.833545,12.238843
23.9755,0.784018,12.247705
24.0007,1.026121,12.221118
24.0254,1.907278,12.283154
24.0508,2.470185,12.274292
24.0754,3.015335,12.221118
24.1014,2.785141,12.256567
24.1265,2.813066,12.22998
24.1514,1.826353,12.274292
24.1765,0.842961,12.247705
24.2015,0.584778,12.256567
24.2274,0.565075,12.256567
24.2503,1.072441,12.274292
24.2753,1.437647,12.256567
24.3003,2.268605,12.22998
24.3264,2.192936,12.247705
24.3514,2.629477,12.203393
24.3743,2.633471,12.238843
24.3972,2.212168,12.247705
24.4202,1.744093,12.247705
24.4444,1.122222,12.247705
24.4693,0.646089,12.247705
24.4943,0.676821,12.238843
24.5193,1.991743,12.247705
24.5451,2.218362,12.22998
24.5702,2.841243,12.247705
24.5953,2.869709,12.247705
24.6182,2.870539,12.194531
24.6412,1.762774,12.256567
24.6661,1.092704,12.212255
24.6911,0.620979,12.247705
24.7163,1.086911,12.256567
24.7410,1.133536,12.238843
24.7671,0.921867,12.238843
24.7921,2.080853,12.274292
24.8151,2.455186,12.247705
24.8382,2.742225,12.22998
24.8621,2.022611,12.185669
24.8872,1.858165,12.238843
24.9121,1.536327,12.247705
24.9369,1.532481,12.247705
24.9621,0.750771,12.247705
24.9874,0.55194,12.265429
25.0121,1.479048,12.221118
25.0369,2.506882,12.221118
25.0622,2.995919,12.22998
25.0848,3.113191,12.22998
25.1100,2.927429,12.256567
25.1349,2.167712,12.22998
25.1599,1.611907,12.22998
25.1849,0.816542,12.221118
25.2109,1.114527,12.22998
25.2361,0.296775,12.274292
25.2608,1.537968,12.238843
25.2859,1.541898,12.247705
25.3108,2.488148,12.283154
25.3357,2.780071,12.274292
25.3608,2.62971,12.238843
25.3858,1.972933,12.238843
25.4109,1.861265,12.256567
25.4359,1.462704,12.247705
25.4608,1.184441,12.283154
25.4857,0.173915,12.238843
25.5107,1.16747,12.22998
25.5357,2.298904,12.185669
25.5617,2.786597,12.256567
25.5857,3.00963,12.247705
25.6106,2.73341,12.274292
25.6358,2.11326,12.247705
25.6607,1.763864,12.221118
25.6869,1.087435,12.221118
25.7107,0.661078,12.256567
25.7368,0.332368,12.265429
25.7620,1.06551,12.221118
25.7855,1.730529,12.256567
25.8107,2.462713,12.22998
25.8356,3.122583,12.247705
25.8605,2.367314,12.221118
25.8866,2.054241,12.238843
25.9104,1.802477,12.283154
25.9366,1.550074,12.265429
25.9615,0.701286,12.265429
25.9847,0.45434,12.256567
26.0074,1.463321,12.256567
26.0337,1.842592,12.256567
26.0584,3.053853,12.247705
26.0826,3.043159,12.265429
26.1096,2.83096,12.238843
26.1325,1.940978,12.247705
26.1575,1.980321,12.238843
26.1824,1.565653,12.283154
26.2084,1.029629,12.274292
26.2335,0.98211,12.247705
26.2585,1.157525,12.292016
26.2839,1.629624,12.203393
26.3085,2.418859,12.247705
26.3335,2.938231,12.274292
26.3582,2.417053,12.221118
26.3839,2.289058,12.203393
26.4083,1.82127,12.256567
26.4333,1.378601,12.194531
26.4582,0.850754,12.256567
26.4833,0.826764,12.256567
26.5083,1.405512,12.256567
26.5333,1.81486,12.247705
26.5583,2.832656,12.221118
26.5833,3.014335,12.256567
26.6083,2.75019,12.238843
26.6332,2.492395,12.238843
26.6582,1.493183,12.22998
26.6833,0.742563,12.283154
26.7082,0.684154,12.274292
26.7332,0.83634,12.256567
26.7582,1.179473,12.247705
26.7833,1.692536,12.238843
26.8080,2.604923,12.22998
26.8331,2.60582,12.265429
26.8582,2.468412,12.238843
26.8833,2.126597,12.221118
26.9081,1.824204,12.247705
26.9332,1.189269,12.22998
26.9581,0.65244,12.274292
26.9831,0.53428,12.256567
27.0079,1.645977,12.238843
27.0330,1.970324,12.238843
27.0580,2.788625,12.238843
27.0843,2.980477,12.247705
27.1093,2.792388,12.247705
27.1339,2.733375,12.238843
27.1590,1.733915,12.238843
27.1820,1.571218,12.238843
27.2070,0.452777,12.265429
27.2318,0.571111,12.265429
27.2572,1.06778,12.256567
27.2819,1.429139,12.22998
27.3069,2.180655,12.22998
27.3298,1.847824,12.265429
27.3529,2.072583,12.247705
27.3760,2.013355,12.238843
27.4012,1.85267,12.247705
27.4263,1.494772,12.265429
27.4508,0.840807,12.292016
27.4738,1.020535,12.238843
27.4977,0.464506,12.247705
27.5229,1.634899,12.238843
27.5477,2.490458,12.274292
27.5727,3.290723,12.256567
27.5978,2.505178,12.274292
27.6228,2.772323,12.247705
27.6498,2.147676,12.185669
27.6736,0.723921,12.256567
27.6977,0.927837,12.256567
27.7226,0.326415,12.265429
27.7477,1.108005,12.247705
27.7728,1.719516,12.256567
27.7978,2.231593,12.247705
27.8226,2.777282,12.247705
27.8478,2.142862,12.247705
27.8727,2.626311,12.247705
27.8976,1.754148,12.256567
27.9236,1.325031,12.238843
27.9486,0.877893,12.238843
27.9718,0.754882,12.238843
27.9947,1.190951,12.247705
28.0175,1.966811,12.247705
28.0426,2.190721,12.274292
28.0675,3.033433,12.238843
28.0935,3.177139,12.238843
28.1165,2.704982,12.247705
28.1416,2.112884,12.274292
28.1665,1.635285,12.256567
28.1895,0.960507,12.283154
28.2149,0.524414,12.247705
28.2394,1.193032,12.247705
28.2624,1.670066,12.22998
28.2876,1.495719,12.256567
28.3125,2.477288,12.256567
28.3373,2.194989,12.265429
28.3625,2.25967,12.238843
28.3894,2.019679,12.283154
28.4124,1.946599,12.238843
28.4355,1.535288,12.256567
28.4583,0.5113,12.238843
28.4834,0.614844,12.256567
28.5083,1.183941,12.238843
28.5333,1.729551,12.238843
28.5584,2.82944,12.256567
28.5832,2.848193,12.238843
28.6084,2.915459,12.238843
28.6323,2.373001,12.221118
28.6572,1.677535,12.256567
28.6823,0.992089,12.256567
28.7052,0.231579,12.265429
28.7284,0.940871,12.22998
28.7533,1.528337,12.247705
28.7783,1.701089,12.247705
28.8033,2.476131,12.274292
28.8281,2.241358,12.265429
28.8542,2.470843,12.22998
28.8801,2.34017,12.221118
28.9042,1.652862,12.256567
28.9291,1.555275,12.238843
28.9541,0.184995,12.238843
28.9791,0.476567,12.256567
29.0041,1.259336,12.221118
29.0292,2.178184,12.22998
29.0542,2.921549,12.238843
29.0801,2.92707,12.274292
29.1031,3.047373,12.274292
29.1262,2.634327,12.247705
29.1492,2.217097,12.283154
29.1721,1.115849,12.22998
29.1950,0.591018,12.256567
29.2221,0.748028,12.22998
29.2499,1.213599,12.238843
29.2750,1.880597,12.247705
29.2999,2.245681,12.265429
29.3248,2.308852,12.274292
29.3478,2.488119,12.22998
29.3738,2.205578,12.238843
29.3968,2.376166,12.238843
29.4201,1.352981,12.283154
29.4478,1.031735,12.256567
29.4728,1.059357,12.238843
29.4983,1.078377,12.238843
29.5218,1.835984,12.22998
29.5472,2.305484,12.274292
29.5737,2.678108,12.22998
29.5993,2.685695,12.247705
29.6238,2.717649,12.22998
29.6487,2.597997,12.238843
29.6739,0.5285,12.292016
29.6998,0.701432,12.22998
29.7237,0.766612,12.256567
29.7488,1.28411,12.256567
29.7737,1.621335,12.256567
29.7987,2.292389,12.22998
29.8248,2.487624,12.247705
29.8496,2.542996,12.274292
29.8728,2.327683,12.22998
29.8957,1.76759,12.265429
29.9195,1.40162,12.274292
29.9446,0.526782,12.256567
29.9695,0.564148,12.256567
29.9946,1.28399,12.256567
30.0226,1.751922,12.256567
30.0455,1.835306,12.247705
30.0686,2.906142,12.247705
30.0916,3.075004,12.274292
30.1165,2.980705,12.274292
30.1416,2.297415,12.221118
30.1668,1.235748,12.292016
30.1925,1.003284,12.256567
30.2185,0.835345,12.247705
30.2436,1.431439,12.247705
30.2687,1.511165,12.283154
30.2935,2.340215,12.238843
30.3185,1.979082,12.265429
30.3435,2.539238,12.238843
30.3683,2.114034,12.247705
30.3946,2.489332,12.22998
30.4185,1.428039,12.194531
30.4434,0.77965,12.247705
30.4684,0.391175,12.247705
30.4914,0.438874,12.238843
30.5163,1.78499,12.247705
30.5415,2.23865,12.256567
30.5663,2.702491,12.194531
30.5913,2.814107,12.247705
30.6164,2.838062,12.238843
