time,iq,vbus
52.9654,0.524171,11.902075
52.9885,0.442506,11.893212
53.0115,0.943388,11.893212
53.0343,0.788286,11.884351
53.0574,0.596675,11.884351
53.0804,0.443051,11.893212
53.1033,0.577297,11.893212
53.1263,0.722601,11.884351
53.1494,0.458036,11.893212
53.1724,0.744313,11.928662
53.1953,0.957565,11.893212
53.2183,0.123129,11.875488
53.2413,0.409205,11.893212
53.2644,0.87361,11.893212
53.2873,1.110177,11.884351
53.3103,0.805653,11.893212
53.3323,0.403629,11.902075
53.3543,0.554885,11.902075
53.3772,0.491269,11.831177
53.4003,0.533799,11.884351
53.4233,0.327165,11.884351
53.4453,0.460817,11.893212
53.4681,0.887161,11.893212
53.4902,0.6892,11.884351
53.5122,0.278823,11.893212
53.5342,0.734447,11.831177
53.5573,0.677076,11.875488
53.5801,0.285362,11.928662
53.6021,0.729277,11.884351
53.6241,0.607275,11.893212
53.6461,0.316835,11.893212
53.6681,0.682925,11.928662
53.6902,0.727656,11.884351
53.7122,0.412997,11.884351
53.7340,0.508053,11.902075
53.7560,0.487793,11.884351
53.7781,0.548011,11.902075
53.8001,0.454241,11.884351
53.8221,0.421268,11.884351
53.8441,0.847257,11.9198
53.8661,0.398417,11.884351
53.8881,0.417182,11.893212
53.9099,0.735203,11.866626
53.9320,0.253941,11.910937
53.9540,0.715581,11.875488
53.9760,1.009791,11.884351
53.9980,0.419596,11.866626
54.0200,0.728039,11.875488
54.0439,0.65248,11.902075
54.0659,0.289026,11.928662
54.0890,0.450042,11.884351
54.1120,0.374219,11.902075
54.1349,1.028641,11.884351
54.1579,0.806469,11.875488
54.1799,0.118181,11.928662
54.2019,0.226863,11.893212
54.2239,0.562894,11.866626
54.2460,0.181509,11.902075
54.2678,0.725971,11.902075
54.2899,0.673303,11.893212
54.3119,0.435172,11.9198
54.3339,0.631788,11.893212
54.3569,0.612565,11.848901
54.3779,0.347086,11.928662
54.3999,0.305308,11.884351
54.4228,0.561105,11.884351
54.4458,0.21402,11.875488
54.4678,0.552655,11.884351
54.4909,0.834333,11.893212
54.5137,0.525693,11.937524
54.5368,0.573858,11.893212
54.5598,0.633837,11.910937
54.5826,0.558244,11.893212
54.6057,0.950515,11.893212
54.6287,1.023264,11.910937
54.6507,0.274667,11.893212
54.6728,0.985167,11.848901
54.6946,0.921856,11.866626
54.7166,0.220226,11.893212
54.7386,0.658007,11.893212
54.7607,0.680186,11.9198
54.7827,0.300319,11.910937
54.8049,0.59149,11.928662
54.8277,0.778447,11.884351
54.8496,0.155808,11.893212
54.8726,0.631528,11.910937
